Type,Severity,Risk Score,URL/Location,Payload,Impact,Remediation
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*)","'),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--)","'),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=' and 0=benchmark(3000000,MD5(1))%20/*)","' and 0=benchmark(3000000,MD5(1))%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--)","',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*)","',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=')) and 0=benchmark(3000000,MD5(1))%20--)","')) and 0=benchmark(3000000,MD5(1))%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=')) and 0=benchmark(3000000,MD5(1))%20/*)","')) and 0=benchmark(3000000,MD5(1))%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=') and 0=benchmark(3000000,MD5(1))%20%23)","') and 0=benchmark(3000000,MD5(1))%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=')) and 0=benchmark(3000000,MD5(1))%20%23)","')) and 0=benchmark(3000000,MD5(1))%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='))) and 0=benchmark(3000000,MD5(1))%20--)","'))) and 0=benchmark(3000000,MD5(1))%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=')))) and 0=benchmark(3000000,MD5(1))%20/*)","')))) and 0=benchmark(3000000,MD5(1))%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=') and 0=benchmark(3000000,MD5(1))%20/*)","') and 0=benchmark(3000000,MD5(1))%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23)","'),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=') and 0=benchmark(3000000,MD5(1))%20--)","') and 0=benchmark(3000000,MD5(1))%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=')))) and 0=benchmark(3000000,MD5(1))%20--)","')))) and 0=benchmark(3000000,MD5(1))%20--","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='),',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23)","'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23)","',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=')))) and 0=benchmark(3000000,MD5(1))%20%23)","')))) and 0=benchmark(3000000,MD5(1))%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=\),\,"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='))) and 0=benchmark(3000000,MD5(1))%20/*)","'))) and 0=benchmark(3000000,MD5(1))%20/*","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=' or "")","' or ""","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id='))) and 0=benchmark(3000000,MD5(1))%20%23)","'))) and 0=benchmark(3000000,MD5(1))%20%23","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=1' GROUP BY 1,2,--+)","1' GROUP BY 1,2,--+","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --),' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --,"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=' UNION SELECT sum(columnname ) from tablename --),' UNION SELECT sum(columnname ) from tablename --,"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=' AND MID(VERSION(),1,1) = '5';)","' AND MID(VERSION(),1,1) = '5';","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=';WAITFOR DELAY '0:0:30'--),';WAITFOR DELAY '0:0:30'--,"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=' GROUP BY columnnames having 1=1 --),' GROUP BY columnnames having 1=1 --,"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/search.php?test=query?id=' AND id IS NULL; --),' AND id IS NULL; --,"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=' '),' ',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id='-'),'-',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id='&'),'&',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id='^'),'^',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id='*'),'*',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=' or '' '),' or '' ',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=' or ''-'),' or ''-',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=' or ''^'),' or ''^',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=' or ''&'),' or ''&',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id="" "")",""" ""","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=' or ''*'),' or ''*',"Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=""-"")","""-""","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
SQL Injection,High,0.0,"Parameter: id (in URL: http://testphp.vulnweb.com/listproducts.php?cat=1?id=""&"")","""&""","Likely Generic SQL database vulnerability. An attacker could bypass authentication, access, modify, or delete data within the entire database structure, and potentially gain administrative rights over the database server.",Ensure all inputs interacting with the Generic SQL database are sanitized. Use prepared statements (Parameterized Queries) heavily. Enforce Least Privilege principles on the database user account.
